State Test English Language Arts (ELA) Results 2015 to 2017,,,,,,ELA Overall Performance Levels,,,,,,,,Reading Literary Text Subscores,,,,Reading Information Subscores,,,,Vocabulary Subscores,,,,,Writing Expression Subscores,,,,Writing Conventions Subscores,,
School ID,Year,Test Name,# Students Tested,,Overall ELA Mean Scale Score,% Did Not Meet,% Partially Met,% Approached,% Met,% Exceeded,% Met or Exceeded,Reading Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,Writing Mean Scale Score,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded,,% Did Not Yet Meet or Partially Met,% Approached,% Met or Exceeded
609800,2017,Combined ELA Grades 3-8,207,, ,17.9%,35.7%,29.5%,15.5%,1.4%,16.9%, ,,52.2%,26.6%,21.3%,,54.1%,25.6%,20.3%,,54.1%,26.1%,19.8%, ,,66.7%,15.9%,17.4%,,64.3%,17.9%,17.9%
609803,2017,Combined ELA Grades 3-8,197,, ,7.6%,12.2%,17.3%,50.3%,12.7%,62.9%, ,,22.3%,18.8%,58.9%,,20.8%,17.8%,61.4%,,27.4%,18.3%,54.3%, ,,23.4%,19.8%,56.9%,,18.8%,19.3%,61.9%
609804,2017,Combined ELA Grades 3-8,501,, ,17.8%,25.7%,22.2%,30.3%,4.0%,34.3%, ,,49.9%,21.6%,28.5%,,44.9%,23.8%,31.3%,,52.3%,21.2%,26.5%, ,,42.9%,20.4%,36.7%,,38.3%,22.6%,39.1%
609805,2017,Combined ELA Grades 3-8,248,, ,31.5%,31.0%,24.2%,12.9%,0.4%,13.3%, ,,58.9%,23.8%,17.3%,,60.9%,21.4%,17.7%,,62.1%,19.4%,18.5%, ,,69.4%,17.3%,13.3%,,64.5%,19.8%,15.7%
609806,2017,Combined ELA Grades 3-8,342,, ,36.3%,38.0%,18.4%,7.3%,0.0%,7.3%, ,,66.4%,19.6%,14.0%,,72.8%,21.6%,5.6%,,68.1%,20.8%,11.1%, ,,78.9%,14.0%,7.0%,,74.6%,14.9%,10.5%
609807,2017,Combined ELA Grades 3-8,372,, ,21.5%,26.1%,28.8%,21.8%,1.9%,23.7%, ,,50.3%,26.6%,23.1%,,51.1%,26.1%,22.8%,,57.5%,20.7%,21.8%, ,,48.1%,22.8%,29.0%,,42.7%,24.5%,32.8%
609808,2017,Combined ELA Grades 3-8,342,, ,29.5%,32.5%,22.2%,15.5%,0.3%,15.8%, ,,59.9%,22.5%,17.5%,,59.4%,25.4%,15.2%,,64.0%,18.7%,17.3%, ,,59.4%,21.3%,19.3%,,58.5%,22.8%,18.7%
609809,2017,Combined ELA Grades 3-8,225,, ,15.6%,16.0%,32.0%,33.8%,2.7%,36.4%, ,,40.4%,28.0%,31.6%,,37.3%,31.6%,31.1%,,46.7%,24.4%,28.9%, ,,33.8%,24.4%,41.8%,,27.6%,22.7%,49.8%
609810,2017,Combined ELA Grades 3-8,598,, ,6.2%,12.9%,24.6%,46.8%,9.5%,56.4%, ,,28.9%,26.4%,44.6%,,26.9%,24.6%,48.5%,,28.8%,27.9%,43.3%, ,,20.6%,15.1%,64.4%,,15.4%,18.7%,65.9%
609811,2017,Combined ELA Grades 3-8,136,, ,33.1%,30.9%,23.5%,12.5%,0.0%,12.5%, ,,61.8%,25.0%,13.2%,,66.2%,24.3%,9.6%,,66.9%,21.3%,11.8%, ,,65.4%,16.9%,17.6%,,61.0%,19.9%,19.1%
609812,2017,Combined ELA Grades 3-8,151,, ,27.2%,28.5%,31.8%,9.9%,2.6%,12.6%, ,,58.3%,25.8%,15.9%,,64.2%,24.5%,11.3%,,60.9%,19.9%,19.2%, ,,58.3%,17.9%,23.8%,,57.0%,21.9%,21.2%
609813,2017,Combined ELA Grades 3-8,94,, ,28.7%,35.1%,25.5%,10.6%,0.0%,10.6%, ,,62.8%,27.7%,9.6%,,67.0%,21.3%,11.7%,,62.8%,24.5%,12.8%, ,,64.9%,23.4%,11.7%,,61.7%,19.1%,19.1%
609815,2017,Combined ELA Grades 3-8,381,, ,26.0%,29.4%,26.8%,17.3%,0.5%,17.8%, ,,55.6%,23.9%,20.5%,,54.3%,27.6%,18.1%,,54.9%,22.8%,22.3%, ,,60.9%,19.9%,19.2%,,53.0%,23.9%,23.1%
609817,2017,Combined ELA Grades 3-8,398,, ,10.6%,19.8%,26.4%,36.7%,6.5%,43.2%, ,,33.9%,25.1%,41.0%,,37.2%,25.6%,37.2%,,35.4%,27.6%,36.9%, ,,34.2%,17.8%,48.0%,,29.4%,21.9%,48.7%
609818,2017,Combined ELA Grades 3-8,573,, ,15.4%,22.3%,35.1%,25.5%,1.7%,27.2%, ,,48.5%,27.2%,24.3%,,46.2%,28.3%,25.5%,,47.6%,24.6%,27.7%, ,,41.9%,22.9%,35.3%,,33.7%,30.0%,36.3%
609819,2017,Combined ELA Grades 3-8,121,, ,51.2%,31.4%,15.7%,1.7%,0.0%,1.7%, ,,76.9%,13.2%,9.9%,,76.9%,15.7%,7.4%,,70.2%,20.7%,9.1%, ,,90.9%,5.0%,4.1%,,83.5%,11.6%,5.0%
609820,2017,Combined ELA Grades 3-8,294,, ,2.4%,8.2%,18.7%,57.5%,13.3%,70.7%, ,,14.3%,18.4%,67.3%,,10.2%,23.8%,66.0%,,14.3%,20.4%,65.3%, ,,19.0%,15.3%,65.6%,,15.3%,18.0%,66.7%
609821,2017,Combined ELA Grades 3-8,325,, ,17.2%,20.9%,33.2%,27.1%,1.5%,28.6%, ,,47.1%,28.3%,24.6%,,41.8%,32.6%,25.5%,,46.8%,26.5%,26.8%, ,,41.5%,21.8%,36.6%,,39.7%,25.5%,34.8%
609826,2017,Combined ELA Grades 3-8,605,, ,19.0%,25.5%,35.2%,18.8%,1.5%,20.3%, ,,49.3%,26.9%,23.8%,,45.5%,31.1%,23.5%,,49.8%,27.3%,23.0%, ,,48.3%,24.6%,27.1%,,46.8%,30.7%,22.5%
609827,2017,Combined ELA Grades 3-8,303,, ,14.2%,22.1%,36.6%,26.1%,1.0%,27.1%, ,,42.9%,27.4%,29.7%,,40.3%,33.0%,26.7%,,42.9%,28.4%,28.7%, ,,48.5%,19.8%,31.7%,,41.9%,24.4%,33.7%
609828,2017,Combined ELA Grades 3-8,196,, ,4.6%,12.2%,22.4%,50.5%,10.2%,60.7%, ,,22.4%,21.4%,56.1%,,24.5%,27.0%,48.5%,,23.5%,20.4%,56.1%, ,,20.9%,13.8%,65.3%,,21.4%,19.9%,58.7%
609829,2017,Combined ELA Grades 3-8,284,, ,9.2%,13.0%,29.6%,39.8%,8.5%,48.2%, ,,35.9%,21.1%,43.0%,,30.6%,27.5%,41.9%,,38.4%,25.7%,35.9%, ,,25.0%,18.7%,56.3%,,21.5%,15.8%,62.7%
609830,2017,Combined ELA Grades 3-8,318,, ,41.5%,34.3%,17.3%,6.6%,0.3%,6.9%, ,,75.2%,17.0%,7.9%,,67.9%,23.3%,8.8%,,65.4%,22.6%,11.9%, ,,79.9%,11.0%,9.1%,,73.3%,15.4%,11.3%
609832,2017,Combined ELA Grades 3-8,453,, ,13.9%,23.8%,33.3%,26.0%,2.9%,28.9%, ,,40.6%,26.9%,32.5%,,36.6%,31.1%,32.2%,,43.0%,24.1%,32.9%, ,,43.9%,26.0%,30.0%,,36.9%,27.2%,36.0%
609833,2017,Combined ELA Grades 3-8,137,, ,29.2%,29.2%,25.5%,14.6%,1.5%,16.1%, ,,57.7%,26.3%,16.1%,,56.9%,22.6%,20.4%,,51.1%,24.8%,24.1%, ,,60.6%,19.7%,19.7%,,55.5%,24.1%,20.4%
609834,2017,Combined ELA Grades 3-8,529,, ,16.3%,22.7%,36.7%,22.3%,2.1%,24.4%, ,,48.6%,28.2%,23.3%,,46.3%,30.2%,23.4%,,55.8%,22.9%,21.4%, ,,39.3%,23.3%,37.4%,,40.3%,21.9%,37.8%
609835,2017,Combined ELA Grades 3-8,488,, ,21.7%,27.3%,30.5%,19.3%,1.2%,20.5%, ,,53.9%,23.8%,22.3%,,51.0%,29.3%,19.7%,,53.5%,25.4%,21.1%, ,,50.8%,20.7%,28.5%,,47.5%,26.8%,25.6%
609836,2017,Combined ELA Grades 3-8,541,, ,6.5%,13.3%,22.2%,51.2%,6.8%,58.0%, ,,22.9%,22.7%,54.3%,,20.5%,25.0%,54.5%,,22.9%,23.8%,53.2%, ,,30.3%,21.1%,48.6%,,18.7%,23.3%,58.0%
609837,2017,Combined ELA Grades 3-8,372,, ,13.7%,23.1%,29.3%,30.4%,3.5%,33.9%, ,,39.2%,25.0%,35.8%,,39.5%,24.5%,36.0%,,32.3%,23.4%,44.4%, ,,47.3%,19.4%,33.3%,,41.1%,25.0%,33.9%
609839,2017,Combined ELA Grades 3-8,313,, ,17.6%,30.4%,31.9%,18.8%,1.3%,20.1%, ,,49.2%,29.7%,21.1%,,53.4%,25.6%,21.1%,,52.7%,21.1%,26.2%, ,,49.2%,23.3%,27.5%,,50.2%,24.6%,25.2%
609842,2017,Combined ELA Grades 3-8,676,, ,23.7%,24.4%,25.4%,23.5%,3.0%,26.5%, ,,54.4%,21.0%,24.6%,,51.5%,21.6%,26.9%,,54.6%,23.8%,21.6%, ,,48.8%,18.8%,32.4%,,45.4%,22.6%,32.0%
609844,2017,Combined ELA Grades 3-8,256,, ,26.6%,29.3%,30.5%,13.3%,0.4%,13.7%, ,,51.2%,25.8%,23.0%,,56.3%,27.7%,16.0%,,60.9%,22.7%,16.4%, ,,59.4%,25.4%,15.2%,,61.7%,24.6%,13.7%
609845,2017,Combined ELA Grades 3-8,271,, ,31.7%,35.8%,21.8%,10.7%,0.0%,10.7%, ,,63.5%,19.9%,16.6%,,66.1%,19.9%,14.0%,,68.3%,18.8%,12.9%, ,,73.8%,14.4%,11.8%,,67.5%,18.5%,14.0%
609848,2017,Combined ELA Grades 3-8,102,, ,25.5%,42.2%,22.5%,9.8%,0.0%,9.8%, ,,58.8%,25.5%,15.7%,,66.7%,22.5%,10.8%,,67.6%,19.6%,12.7%, ,,74.5%,13.7%,11.8%,,67.6%,24.5%,7.8%
609849,2017,Combined ELA Grades 3-8,140,, ,15.0%,22.9%,26.4%,34.3%,1.4%,35.7%, ,,34.3%,25.7%,40.0%,,37.9%,24.3%,37.9%,,35.0%,25.7%,39.3%, ,,50.0%,22.9%,27.1%,,46.4%,17.1%,36.4%
609850,2017,Combined ELA Grades 3-8,383,, ,9.1%,15.4%,27.2%,41.8%,6.5%,48.3%, ,,27.9%,27.2%,44.9%,,29.2%,29.2%,41.5%,,31.1%,25.6%,43.3%, ,,27.7%,20.9%,51.4%,,25.6%,22.7%,51.7%
609851,2017,Combined ELA Grades 3-8,228,, ,52.2%,31.1%,14.9%,1.8%,0.0%,1.8%, ,,77.2%,15.8%,7.0%,,80.7%,14.9%,4.4%,,74.1%,17.5%,8.3%, ,,89.9%,7.0%,3.1%,,87.3%,9.6%,3.1%
609852,2017,Combined ELA Grades 3-8,320,, ,11.3%,16.3%,26.6%,35.9%,10.0%,45.9%, ,,29.1%,29.4%,41.6%,,35.9%,24.4%,39.7%,,30.6%,28.4%,40.9%, ,,31.3%,17.5%,51.3%,,27.2%,18.1%,54.7%
609853,2017,Combined ELA Grades 3-8,275,, ,17.8%,24.4%,32.4%,23.6%,1.8%,25.5%, ,,47.6%,24.4%,28.0%,,44.7%,26.9%,28.4%,,46.5%,28.7%,24.7%, ,,48.4%,23.3%,28.4%,,40.7%,26.5%,32.7%
609854,2017,Combined ELA Grades 3-8,249,, ,29.7%,29.3%,24.5%,16.5%,0.0%,16.5%, ,,60.6%,22.9%,16.5%,,57.8%,24.1%,18.1%,,53.0%,27.3%,19.7%, ,,66.7%,14.9%,18.5%,,57.8%,17.3%,24.9%
609855,2017,Combined ELA Grades 3-8,153,, ,42.5%,23.5%,24.8%,9.2%,0.0%,9.2%, ,,62.7%,27.5%,9.8%,,67.3%,22.9%,9.8%,,62.7%,24.8%,12.4%, ,,69.3%,20.3%,10.5%,,58.8%,26.8%,14.4%
609856,2017,Combined ELA Grades 3-8,381,, ,22.8%,28.9%,28.6%,19.4%,0.3%,19.7%, ,,49.9%,27.8%,22.3%,,53.8%,26.2%,19.9%,,50.7%,25.2%,24.1%, ,,57.7%,21.0%,21.3%,,54.1%,19.2%,26.8%
609857,2017,Combined ELA Grades 3-8,330,, ,15.8%,23.0%,31.5%,25.8%,3.9%,29.7%, ,,43.6%,25.5%,30.9%,,40.9%,28.2%,30.9%,,43.9%,23.3%,32.7%, ,,42.4%,23.6%,33.9%,,39.7%,24.5%,35.8%
609859,2017,Combined ELA Grades 3-8,687,, ,24.5%,22.6%,23.6%,24.6%,4.8%,29.4%, ,,47.3%,24.9%,27.8%,,46.9%,22.9%,30.3%,,50.5%,20.8%,28.7%, ,,52.3%,15.9%,31.9%,,45.1%,20.7%,34.2%
609861,2017,Combined ELA Grades 3-8,327,, ,10.4%,27.2%,30.9%,30.3%,1.2%,31.5%, ,,37.9%,27.8%,34.3%,,40.1%,28.4%,31.5%,,32.7%,28.7%,38.5%, ,,46.5%,25.1%,28.4%,,40.7%,27.2%,32.1%
609862,2017,Combined ELA Grades 3-8,280,, ,22.1%,30.0%,32.1%,15.4%,0.4%,15.7%, ,,53.9%,25.7%,20.4%,,54.6%,25.0%,20.4%,,49.3%,27.9%,22.9%, ,,60.0%,21.8%,18.2%,,56.8%,26.1%,17.1%
609863,2017,Combined ELA Grades 3-8,175,, ,9.7%,21.1%,26.9%,35.4%,6.9%,42.3%, ,,38.9%,26.9%,34.3%,,35.4%,26.3%,38.3%,,44.6%,20.0%,35.4%, ,,28.0%,24.6%,47.4%,,29.7%,21.1%,49.1%
609864,2017,Combined ELA Grades 3-8,209,, ,26.8%,35.4%,21.5%,14.8%,1.4%,16.3%, ,,56.9%,23.4%,19.6%,,61.2%,18.7%,20.1%,,56.5%,23.0%,20.6%, ,,68.4%,16.3%,15.3%,,56.5%,23.0%,20.6%
609865,2017,Combined ELA Grades 3-8,302,, ,29.8%,28.5%,22.5%,17.2%,2.0%,19.2%, ,,59.6%,21.2%,19.2%,,56.3%,24.5%,19.2%,,55.0%,23.5%,21.5%, ,,60.3%,19.2%,20.5%,,57.0%,21.5%,21.5%
609866,2017,Combined ELA Grades 3-8,504,, ,4.4%,8.9%,17.9%,50.6%,18.3%,68.8%, ,,15.9%,17.9%,66.3%,,16.5%,14.3%,69.2%,,18.7%,16.9%,64.5%, ,,21.4%,14.9%,63.7%,,17.5%,15.9%,66.7%
609867,2017,Combined ELA Grades 3-8,245,, ,24.5%,27.3%,26.1%,21.2%,0.8%,22.0%, ,,49.8%,28.6%,21.6%,,49.4%,27.8%,22.9%,,51.8%,25.7%,22.4%, ,,61.6%,17.1%,21.2%,,53.9%,21.6%,24.5%
609869,2017,Combined ELA Grades 3-8,166,, ,34.3%,36.7%,20.5%,7.8%,0.6%,8.4%, ,,63.9%,24.7%,11.4%,,62.0%,22.9%,15.1%,,62.0%,22.3%,15.7%, ,,79.5%,10.2%,10.2%,,71.7%,15.7%,12.7%
609870,2017,Combined ELA Grades 3-8,316,, ,16.5%,22.5%,33.2%,24.1%,3.8%,27.8%, ,,44.3%,26.9%,28.8%,,44.9%,26.9%,28.2%,,51.9%,23.4%,24.7%, ,,40.5%,21.5%,38.0%,,38.0%,27.8%,34.2%
609872,2017,Combined ELA Grades 3-8,185,, ,11.4%,13.5%,28.6%,41.1%,5.4%,46.5%, ,,34.1%,27.6%,38.4%,,32.4%,28.6%,38.9%,,38.9%,30.3%,30.8%, ,,22.2%,21.1%,56.8%,,22.7%,18.9%,58.4%
609873,2017,Combined ELA Grades 3-8,161,, ,32.9%,29.8%,26.1%,10.6%,0.6%,11.2%, ,,60.9%,25.5%,13.7%,,64.0%,24.8%,11.2%,,65.2%,21.7%,13.0%, ,,61.5%,27.3%,11.2%,,58.4%,27.3%,14.3%
609874,2017,Combined ELA Grades 3-8,450,, ,4.7%,17.1%,28.4%,43.1%,6.7%,49.8%, ,,25.3%,26.7%,48.0%,,25.8%,26.7%,47.6%,,26.9%,27.6%,45.6%, ,,32.0%,21.1%,46.9%,,24.4%,20.2%,55.3%
609875,2017,Combined ELA Grades 3-8,309,, ,24.3%,23.0%,30.7%,20.7%,1.3%,22.0%, ,,50.5%,27.5%,22.0%,,53.7%,23.0%,23.3%,,58.6%,17.5%,23.9%, ,,49.5%,23.6%,26.9%,,49.2%,24.3%,26.5%
609876,2017,Combined ELA Grades 3-8,438,, ,28.5%,28.5%,23.3%,18.5%,1.1%,19.6%, ,,57.1%,22.8%,20.1%,,56.2%,22.6%,21.2%,,61.4%,20.5%,18.0%, ,,60.0%,19.4%,20.5%,,54.1%,21.2%,24.7%
609879,2017,Combined ELA Grades 3-8,651,, ,17.2%,24.3%,34.4%,21.7%,2.5%,24.1%, ,,43.5%,27.8%,28.7%,,42.2%,28.3%,29.5%,,45.3%,24.9%,29.8%, ,,52.1%,26.0%,22.0%,,44.7%,26.7%,28.6%
609880,2017,Combined ELA Grades 3-8,169,, ,0.0%,0.0%,1.8%,58.6%,39.6%,98.2%, ,,0.6%,4.1%,95.3%,,1.2%,3.0%,95.9%,,0.0%,5.3%,94.7%, ,,4.1%,7.1%,88.8%,,1.8%,6.5%,91.7%
609883,2017,Combined ELA Grades 3-8,310,, ,39.0%,32.9%,20.3%,7.7%,0.0%,7.7%, ,,67.7%,21.3%,11.0%,,67.4%,23.2%,9.4%,,69.4%,17.4%,13.2%, ,,73.5%,15.2%,11.3%,,74.8%,15.2%,10.0%
609884,2017,Combined ELA Grades 3-8,460,, ,13.7%,18.0%,22.0%,37.6%,8.7%,46.3%, ,,35.0%,22.4%,42.6%,,35.0%,20.2%,44.8%,,38.7%,22.6%,38.7%, ,,35.2%,18.0%,46.7%,,27.8%,23.5%,48.7%
609885,2017,Combined ELA Grades 3-8,200,, ,30.0%,28.5%,28.5%,12.0%,1.0%,13.0%, ,,63.0%,21.0%,16.0%,,62.5%,23.0%,14.5%,,61.0%,22.0%,17.0%, ,,56.0%,25.0%,19.0%,,55.5%,26.0%,18.5%
609887,2017,Combined ELA Grades 3-8,420,, ,11.0%,17.9%,30.2%,35.5%,5.5%,41.0%, ,,29.8%,26.9%,43.3%,,33.6%,25.0%,41.4%,,34.0%,21.7%,44.3%, ,,36.2%,21.9%,41.9%,,35.2%,26.9%,37.9%
609891,2017,Combined ELA Grades 3-8,152,, ,39.5%,35.5%,19.1%,5.9%,0.0%,5.9%, ,,75.0%,17.8%,7.2%,,71.7%,19.1%,9.2%,,69.7%,21.1%,9.2%, ,,82.2%,12.5%,5.3%,,75.7%,16.4%,7.9%
609893,2017,Combined ELA Grades 3-8,458,, ,9.4%,17.5%,27.9%,41.3%,3.9%,45.2%, ,,29.7%,28.4%,41.9%,,33.0%,25.5%,41.5%,,35.2%,27.9%,36.9%, ,,32.1%,21.0%,46.9%,,25.8%,22.5%,51.7%
609894,2017,Combined ELA Grades 3-8,209,, ,45.0%,26.8%,20.6%,7.7%,0.0%,7.7%, ,,70.3%,18.2%,11.5%,,73.7%,17.7%,8.6%,,65.1%,19.6%,15.3%, ,,78.9%,12.9%,8.1%,,74.2%,15.3%,10.5%
609895,2017,Combined ELA Grades 3-8,166,, ,3.6%,12.7%,29.5%,47.0%,7.2%,54.2%, ,,23.5%,26.5%,50.0%,,22.9%,31.9%,45.2%,,29.5%,25.3%,45.2%, ,,15.7%,19.3%,65.1%,,8.4%,19.3%,72.3%
609896,2017,Combined ELA Grades 3-8,64,, ,4.7%,14.1%,23.4%,50.0%,7.8%,57.8%, ,,21.9%,17.2%,60.9%,,18.8%,18.8%,62.5%,,23.4%,20.3%,56.3%, ,,26.6%,23.4%,50.0%,,25.0%,21.9%,53.1%
609897,2017,Combined ELA Grades 3-8,233,, ,34.8%,28.8%,25.8%,10.7%,0.0%,10.7%, ,,62.2%,23.2%,14.6%,,60.5%,28.3%,11.2%,,60.1%,22.7%,17.2%, ,,73.0%,15.0%,12.0%,,64.8%,22.7%,12.4%
609898,2017,Combined ELA Grades 3-8,937,, ,23.2%,26.3%,29.6%,20.6%,0.4%,21.0%, ,,52.9%,24.1%,22.9%,,51.0%,28.4%,20.6%,,52.8%,24.1%,23.1%, ,,53.0%,22.8%,24.1%,,45.6%,26.1%,28.3%
609899,2017,Combined ELA Grades 3-8,495,, ,3.2%,11.5%,18.2%,51.3%,15.8%,67.1%, ,,18.4%,19.4%,62.2%,,14.5%,22.4%,63.0%,,17.4%,19.8%,62.8%, ,,19.6%,18.2%,62.2%,,16.2%,17.6%,66.3%
609900,2017,Combined ELA Grades 3-8,333,, ,38.4%,33.3%,22.5%,5.4%,0.3%,5.7%, ,,70.3%,18.0%,11.7%,,67.6%,22.5%,9.9%,,65.2%,18.3%,16.5%, ,,78.4%,14.1%,7.5%,,75.1%,17.1%,7.8%
609901,2017,Combined ELA Grades 3-8,320,, ,2.8%,6.6%,14.4%,49.4%,26.9%,76.3%, ,,13.4%,19.1%,67.5%,,10.6%,15.9%,73.4%,,15.6%,13.8%,70.6%, ,,13.8%,10.9%,75.3%,,10.9%,12.5%,76.6%
609902,2017,Combined ELA Grades 3-8,227,, ,33.9%,37.4%,21.1%,7.0%,0.4%,7.5%, ,,59.5%,21.1%,19.4%,,68.7%,22.5%,8.8%,,62.6%,19.8%,17.6%, ,,81.9%,10.6%,7.5%,,83.7%,8.8%,7.5%
609903,2017,Combined ELA Grades 3-8,930,, ,20.0%,29.6%,29.6%,19.7%,1.2%,20.9%, ,,51.4%,25.2%,23.4%,,48.4%,28.4%,23.2%,,54.1%,24.4%,21.5%, ,,52.3%,22.9%,24.8%,,51.2%,24.3%,24.5%
609904,2017,Combined ELA Grades 3-8,337,, ,12.8%,29.7%,32.0%,24.3%,1.2%,25.5%, ,,44.8%,28.2%,27.0%,,50.4%,28.8%,20.8%,,49.9%,24.9%,25.2%, ,,41.8%,25.5%,32.6%,,41.5%,24.0%,34.4%
609907,2017,Combined ELA Grades 3-8,244,, ,19.7%,29.5%,29.5%,19.3%,2.0%,21.3%, ,,48.0%,25.4%,26.6%,,50.4%,26.2%,23.4%,,48.0%,27.9%,24.2%, ,,57.0%,17.6%,25.4%,,49.6%,22.5%,27.9%
609908,2017,Combined ELA Grades 3-8,190,, ,23.2%,26.3%,26.8%,21.1%,2.6%,23.7%, ,,50.0%,25.8%,24.2%,,53.7%,26.3%,20.0%,,53.7%,22.6%,23.7%, ,,49.5%,22.1%,28.4%,,47.9%,25.3%,26.8%
609909,2017,Combined ELA Grades 3-8,85,, ,14.1%,24.7%,31.8%,27.1%,2.4%,29.4%, ,,49.4%,22.4%,28.2%,,41.2%,27.1%,31.8%,,45.9%,29.4%,24.7%, ,,42.4%,21.2%,36.5%,,38.8%,20.0%,41.2%
609910,2017,Combined ELA Grades 3-8,669,, ,17.2%,26.5%,36.6%,19.4%,0.3%,19.7%, ,,49.9%,28.3%,21.8%,,49.3%,31.2%,19.4%,,51.6%,26.8%,21.7%, ,,48.1%,25.4%,26.5%,,41.0%,27.5%,31.5%
609912,2017,Combined ELA Grades 3-8,330,, ,12.1%,17.9%,31.5%,32.7%,5.8%,38.5%, ,,33.9%,23.9%,42.1%,,35.8%,24.8%,39.4%,,36.1%,25.5%,38.5%, ,,35.5%,25.5%,39.1%,,30.9%,27.3%,41.8%
609917,2017,Combined ELA Grades 3-8,164,, ,17.7%,31.1%,25.6%,23.8%,1.8%,25.6%, ,,48.2%,22.6%,29.3%,,54.9%,22.0%,23.2%,,49.4%,28.0%,22.6%, ,,47.0%,24.4%,28.7%,,39.6%,29.9%,30.5%
609918,2017,Combined ELA Grades 3-8,186,, ,15.1%,26.3%,28.5%,26.3%,3.8%,30.1%, ,,48.4%,23.1%,28.5%,,49.5%,22.6%,28.0%,,47.8%,29.6%,22.6%, ,,38.7%,19.4%,41.9%,,38.2%,28.0%,33.9%
609919,2017,Combined ELA Grades 3-8,236,, ,39.0%,32.6%,22.0%,6.4%,0.0%,6.4%, ,,69.9%,18.2%,11.9%,,72.5%,19.5%,8.1%,,72.0%,16.9%,11.0%, ,,73.3%,14.8%,11.9%,,65.3%,23.7%,11.0%
609920,2017,Combined ELA Grades 3-8,431,, ,28.5%,33.4%,27.1%,10.4%,0.5%,10.9%, ,,63.3%,23.7%,13.0%,,65.0%,22.7%,12.3%,,61.3%,22.7%,16.0%, ,,65.2%,19.5%,15.3%,,62.2%,23.2%,14.6%
609921,2017,Combined ELA Grades 3-8,115,, ,35.7%,26.1%,22.6%,15.7%,0.0%,15.7%, ,,67.0%,17.4%,15.7%,,64.3%,19.1%,16.5%,,64.3%,16.5%,19.1%, ,,56.5%,20.0%,23.5%,,60.9%,16.5%,22.6%
609922,2017,Combined ELA Grades 3-8,179,, ,26.8%,29.6%,21.2%,21.8%,0.6%,22.3%, ,,59.2%,22.3%,18.4%,,58.1%,21.2%,20.7%,,59.2%,21.2%,19.6%, ,,56.4%,21.2%,22.3%,,50.3%,25.1%,24.6%
609924,2017,Combined ELA Grades 3-8,262,, ,41.6%,28.6%,21.8%,7.6%,0.4%,8.0%, ,,66.0%,21.4%,12.6%,,67.9%,21.8%,10.3%,,66.0%,22.1%,11.8%, ,,76.7%,11.8%,11.5%,,72.5%,13.7%,13.7%
609925,2017,Combined ELA Grades 3-8,207,, ,27.5%,35.3%,23.7%,13.0%,0.5%,13.5%, ,,63.8%,22.2%,14.0%,,58.9%,19.3%,21.7%,,54.6%,23.7%,21.7%, ,,67.6%,21.7%,10.6%,,61.8%,24.6%,13.5%
609926,2017,Combined ELA Grades 3-8,132,, ,13.6%,25.0%,28.8%,31.8%,0.8%,32.6%, ,,37.9%,28.0%,34.1%,,41.7%,29.5%,28.8%,,37.1%,28.8%,34.1%, ,,47.0%,22.7%,30.3%,,42.4%,25.8%,31.8%
609927,2017,Combined ELA Grades 3-8,191,, ,28.8%,31.4%,23.6%,16.2%,0.0%,16.2%, ,,61.3%,23.0%,15.7%,,66.5%,18.3%,15.2%,,60.2%,16.2%,23.6%, ,,64.9%,15.7%,19.4%,,62.3%,19.9%,17.8%
609928,2017,Combined ELA Grades 3-8,258,, ,34.5%,31.4%,23.6%,10.5%,0.0%,10.5%, ,,65.1%,20.2%,14.7%,,66.3%,19.0%,14.7%,,64.7%,18.2%,17.1%, ,,70.5%,16.3%,13.2%,,64.7%,24.0%,11.2%
609929,2017,Combined ELA Grades 3-8,212,, ,31.6%,27.4%,27.8%,12.3%,0.9%,13.2%, ,,67.0%,18.4%,14.6%,,60.8%,25.5%,13.7%,,66.0%,19.3%,14.6%, ,,60.4%,23.1%,16.5%,,58.0%,23.1%,18.9%
609930,2017,Combined ELA Grades 3-8,258,, ,27.1%,32.6%,27.9%,11.6%,0.8%,12.4%, ,,63.2%,21.3%,15.5%,,62.4%,19.4%,18.2%,,57.0%,26.7%,16.3%, ,,67.4%,15.9%,16.7%,,58.5%,23.6%,17.8%
609933,2017,Combined ELA Grades 3-8,163,, ,25.8%,28.8%,30.7%,14.7%,0.0%,14.7%, ,,60.1%,20.9%,19.0%,,60.7%,27.0%,12.3%,,64.4%,19.6%,16.0%, ,,58.3%,20.2%,21.5%,,56.4%,21.5%,22.1%
609935,2017,Combined ELA Grades 3-8,614,, ,31.8%,21.7%,27.2%,16.9%,2.4%,19.4%, ,,57.5%,23.5%,19.1%,,56.4%,23.8%,19.9%,,57.0%,22.0%,21.0%, ,,58.5%,17.9%,23.6%,,52.3%,22.5%,25.2%
